"Locus","Genot","Obs.Het","Exp.Het","P.value","s.d","Steps.done","islandpop","p.value.adjusted"
209,22,0.22727,0.426,0.04141,0.00019,1001000,"sulawesi.txt",1
210,22,0,0.08879,0.02315,0.00015,1001000,"sulawesi.txt",1
212,21,0.14286,0.13589,1,0,1001000,"sulawesi.txt",1
213,22,0.18182,0.24101,0.32361,0.00048,1001000,"sulawesi.txt",1
215,22,0.22727,0.38372,0.08153,3e-04,1001000,"sulawesi.txt",1
216,16,0.75,0.50806,0.11954,0.00032,1001000,"sulawesi.txt",1
218,16,0.1875,0.35282,0.10856,0.00032,1001000,"sulawesi.txt",1
220,22,0.13636,0.33298,0.01747,0.00013,1001000,"sulawesi.txt",1
222,22,0.04545,0.04545,1,0,1001000,"sulawesi.txt",1
223,21,0.28571,0.48316,0.07739,0.00027,1001000,"sulawesi.txt",1
224,22,0.31818,0.38372,0.56837,0.00047,1001000,"sulawesi.txt",1
226,21,0.19048,0.41812,0.02089,0.00014,1001000,"sulawesi.txt",1
228,17,0.11765,0.42781,0.00583,8e-05,1001000,"sulawesi.txt",1
229,19,0.21053,0.50071,0.01741,0.00013,1001000,"sulawesi.txt",1
230,9,0.11111,0.11111,1,0,1001000,"sulawesi.txt",1
231,19,0.05263,0.14936,0.08066,0.00028,1001000,"sulawesi.txt",1
232,21,0.28571,0.50174,0.07402,0.00026,1001000,"sulawesi.txt",1
233,20,0.35,0.45,0.34957,0.00048,1001000,"sulawesi.txt",1
234,11,0.09091,0.52381,0.01084,1e-04,1001000,"sulawesi.txt",1
235,14,0.07143,0.30423,0.02207,0.00015,1001000,"sulawesi.txt",1
236,22,0.31818,0.426,0.31083,0.00046,1001000,"sulawesi.txt",1
237,22,0,0.08879,0.02334,0.00016,1001000,"sulawesi.txt",1
238,22,0.09091,0.08879,1,0,1001000,"sulawesi.txt",1
240,22,0.45455,0.5074,0.68441,0.00047,1001000,"sulawesi.txt",1
241,19,0.21053,0.51209,0.01822,0.00013,1001000,"sulawesi.txt",1
243,22,0.04545,0.04545,1,0,1001000,"sulawesi.txt",1
244,4,0,0.42857,0.14274,0.00034,1001000,"sulawesi.txt",1
245,15,0,0.23908,0.00372,6e-05,1001000,"sulawesi.txt",1
246,16,0,0.12097,0.03191,0.00017,1001000,"sulawesi.txt",1
247,20,0.05,0.05,1,0,1001000,"sulawesi.txt",1
249,22,0.31818,0.33298,1,0,1001000,"sulawesi.txt",1
250,21,0.09524,0.50174,0.00016,1e-05,1001000,"sulawesi.txt",0.41248
251,22,0.09091,0.08879,1,0,1001000,"sulawesi.txt",1
252,21,0.42857,0.49361,0.65962,0.00048,1001000,"sulawesi.txt",1
253,21,0.33333,0.28455,1,0,1001000,"sulawesi.txt",1
254,6,0,0.30303,0.09093,0.00029,1001000,"sulawesi.txt",1
259,22,0.13636,0.27378,0.05626,0.00022,1001000,"sulawesi.txt",1
260,18,0.11111,0.4127,0.00447,7e-05,1001000,"sulawesi.txt",1
261,22,0.04545,0.04545,1,0,1001000,"sulawesi.txt",1
263,5,0,0.53333,0.04823,0.00021,1001000,"sulawesi.txt",1
264,22,0,0.08879,0.0233,0.00016,1001000,"sulawesi.txt",1
267,17,0.05882,0.05882,1,0,1001000,"sulawesi.txt",1
268,17,0.41176,0.50802,0.62446,5e-04,1001000,"sulawesi.txt",1
269,12,0.08333,0.08333,1,0,1001000,"sulawesi.txt",1
270,21,0,0.09292,0.02459,0.00015,1001000,"sulawesi.txt",1
272,21,0.09524,0.25087,0.02739,0.00016,1001000,"sulawesi.txt",1
273,19,0.15789,0.4623,0.00666,8e-05,1001000,"sulawesi.txt",1
274,22,0.22727,0.20613,1,0,1001000,"sulawesi.txt",1
275,16,0.125,0.51613,0.00291,5e-05,1001000,"sulawesi.txt",1
276,20,0.2,0.26154,0.35415,0.00048,1001000,"sulawesi.txt",1
277,22,0.86364,0.50211,0.00064,2e-05,1001000,"sulawesi.txt",1
278,16,0.25,0.48387,0.10173,3e-04,1001000,"sulawesi.txt",1
281,22,0.13636,0.13002,1,0,1001000,"sulawesi.txt",1
282,22,0,0.08879,0.02323,0.00016,1001000,"sulawesi.txt",1
9,20,0.65,0.45,0.05731,0.00024,1001000,"tahanea.txt",1
14,20,0.15,0.14231,1,0,1001000,"tahanea.txt",1
21,20,0.1,0.09744,1,0,1001000,"tahanea.txt",1
24,10,0.2,0.44211,0.13328,0.00034,1001000,"tahanea.txt",1
25,15,0.33333,0.51724,0.29723,0.00046,1001000,"tahanea.txt",1
29,19,0.05263,0.05263,1,0,1001000,"tahanea.txt",1
35,18,0.05556,0.05556,1,0,1001000,"tahanea.txt",1
44,20,0.1,0.09744,1,0,1001000,"tahanea.txt",1
46,20,0.5,0.49231,1,0,1001000,"tahanea.txt",1
47,20,0,0.09744,0.02547,0.00015,1001000,"tahanea.txt",1
53,20,0.05,0.05,1,0,1001000,"tahanea.txt",1
61,20,0.05,0.05,1,0,1001000,"tahanea.txt",1
63,20,0.1,0.09744,1,0,1001000,"tahanea.txt",1
74,20,0.1,0.09744,1,0,1001000,"tahanea.txt",1
77,20,0.05,0.05,1,0,1001000,"tahanea.txt",1
86,17,0.23529,0.49911,0.04429,2e-04,1001000,"tahanea.txt",1
87,11,0.27273,0.36797,0.43783,5e-04,1001000,"tahanea.txt",1
97,13,0.15385,0.14769,1,0,1001000,"tahanea.txt",1
100,16,0,0.12097,0.03214,0.00017,1001000,"tahanea.txt",1
104,20,0.1,0.09744,1,0,1001000,"tahanea.txt",1
108,19,0.42105,0.34139,0.53816,0.00049,1001000,"tahanea.txt",1
111,20,0.05,0.05,1,0,1001000,"tahanea.txt",1
114,20,0.1,0.09744,1,0,1001000,"tahanea.txt",1
116,15,0,0.12874,0.0344,0.00019,1001000,"tahanea.txt",1
118,20,0,0.09744,0.02567,0.00015,1001000,"tahanea.txt",1
121,20,0.05,0.05,1,0,1001000,"tahanea.txt",1
127,19,0.05263,0.50782,4e-05,1e-05,1001000,"tahanea.txt",0.1036
132,20,0.1,0.09744,1,0,1001000,"tahanea.txt",1
133,18,0.55556,0.4127,0.25116,0.00044,1001000,"tahanea.txt",1
140,19,0,0.10242,0.02709,0.00016,1001000,"tahanea.txt",1
143,20,0.2,0.32821,0.12843,0.00034,1001000,"tahanea.txt",1
146,18,0.5,0.4746,1,0,1001000,"tahanea.txt",1
147,19,0.10526,0.10242,1,0,1001000,"tahanea.txt",1
149,18,0.05556,0.05556,1,0,1001000,"tahanea.txt",1
150,20,0.05,0.05,1,0,1001000,"tahanea.txt",1
151,19,0.05263,0.05263,1,0,1001000,"tahanea.txt",1
153,19,0.05263,0.14936,0.08164,0.00028,1001000,"tahanea.txt",1
154,20,0,0.18462,0.00217,5e-05,1001000,"tahanea.txt",1
155,19,0.10526,0.10242,1,0,1001000,"tahanea.txt",1
158,10,0.1,0.1,1,0,1001000,"tahanea.txt",1
162,19,0.05263,0.05263,1,0,1001000,"tahanea.txt",1
164,19,0.10526,0.10242,1,0,1001000,"tahanea.txt",1
166,20,0.2,0.26154,0.35303,0.00047,1001000,"tahanea.txt",1
169,20,0.25,0.22436,1,0,1001000,"tahanea.txt",1
182,20,0.05,0.05,1,0,1001000,"tahanea.txt",1
185,15,0,0.4046,0.00022,1e-05,1001000,"tahanea.txt",0.56606
188,20,0.15,0.22436,0.24678,0.00042,1001000,"tahanea.txt",1
196,20,0.05,0.05,1,0,1001000,"tahanea.txt",1
197,19,0.10526,0.10242,1,0,1001000,"tahanea.txt",1
199,20,0.2,0.43077,0.02628,0.00017,1001000,"tahanea.txt",1
203,20,0.05,0.14231,0.07718,0.00026,1001000,"tahanea.txt",1
210,20,0.05,0.05,1,0,1001000,"tahanea.txt",1
213,20,0.05,0.05,1,0,1001000,"tahanea.txt",1
215,20,0.55,0.45,0.6081,0.00049,1001000,"tahanea.txt",1
216,16,0.4375,0.35282,0.54313,5e-04,1001000,"tahanea.txt",1
220,20,0.25,0.35769,0.21429,0.00041,1001000,"tahanea.txt",1
224,20,0.2,0.18462,1,0,1001000,"tahanea.txt",1
226,20,0.05,0.05,1,0,1001000,"tahanea.txt",1
232,20,0.25,0.40897,0.1068,0.00031,1001000,"tahanea.txt",1
234,20,0,0.09744,0.02535,0.00015,1001000,"tahanea.txt",1
235,18,0.05556,0.05556,1,0,1001000,"tahanea.txt",1
239,20,0.05,0.05,1,0,1001000,"tahanea.txt",1
240,20,0.35,0.40897,0.59087,0.00049,1001000,"tahanea.txt",1
245,9,0,0.20915,0.05848,0.00023,1001000,"tahanea.txt",1
247,20,0.05,0.05,1,0,1001000,"tahanea.txt",1
248,20,0.1,0.09744,1,0,1001000,"tahanea.txt",1
251,20,0.15,0.14231,1,0,1001000,"tahanea.txt",1
255,20,0.05,0.05,1,0,1001000,"tahanea.txt",1
258,20,0.1,0.09744,1,0,1001000,"tahanea.txt",1
263,19,0.26316,0.30868,0.48941,5e-04,1001000,"tahanea.txt",1
266,20,0.15,0.22436,0.24663,0.00045,1001000,"tahanea.txt",1
267,20,0.5,0.46667,1,0,1001000,"tahanea.txt",1
271,19,0.21053,0.39829,0.06282,0.00024,1001000,"tahanea.txt",1
273,20,0.4,0.38462,1,0,1001000,"tahanea.txt",1
274,20,0.1,0.09744,1,0,1001000,"tahanea.txt",1
277,18,0.16667,0.24603,0.27372,0.00044,1001000,"tahanea.txt",1
278,20,0.05,0.14231,0.07711,0.00026,1001000,"tahanea.txt",1
3,20,0.05,0.14231,0.07705,0.00025,1001000,"wake_island.txt",1
10,20,0.4,0.51282,0.39198,0.00048,1001000,"wake_island.txt",1
11,20,0.35,0.35769,1,0,1001000,"wake_island.txt",1
14,20,0.05,0.05,1,0,1001000,"wake_island.txt",1
15,20,0.05,0.05,1,0,1001000,"wake_island.txt",1
17,20,0.1,0.09744,1,0,1001000,"wake_island.txt",1
18,18,0.44444,0.35556,0.52805,5e-04,1001000,"wake_island.txt",1
21,20,0.3,0.26154,1,0,1001000,"wake_island.txt",1
22,20,0.25,0.29615,0.46718,0.00049,1001000,"wake_island.txt",1
24,11,0,0.41558,0.00223,5e-05,1001000,"wake_island.txt",1
25,15,0.26667,0.4046,0.22645,0.00041,1001000,"wake_island.txt",1
32,19,0.31579,0.34139,1,0,1001000,"wake_island.txt",1
33,20,0.3,0.50769,0.08523,0.00028,1001000,"wake_island.txt",1
35,17,0.23529,0.42781,0.08902,0.00029,1001000,"wake_island.txt",1
38,20,0,0.09744,0.02614,0.00016,1001000,"wake_island.txt",1
39,20,0,0.09744,0.02604,0.00016,1001000,"wake_island.txt",1
42,20,0.1,0.09744,1,0,1001000,"wake_island.txt",1
44,20,0.1,0.09744,1,0,1001000,"wake_island.txt",1
46,20,0.15,0.22436,0.24609,0.00043,1001000,"wake_island.txt",1
52,20,0.5,0.49231,1,0,1001000,"wake_island.txt",1
53,20,0.1,0.09744,1,0,1001000,"wake_island.txt",1
54,20,0.45,0.45,1,0,1001000,"wake_island.txt",1
56,19,0.31579,0.50071,0.15839,0.00036,1001000,"wake_island.txt",1
61,20,0.3,0.46667,0.14908,0.00036,1001000,"wake_island.txt",1
63,20,0.4,0.32821,0.54785,0.00051,1001000,"wake_island.txt",1
64,20,0.05,0.05,1,0,1001000,"wake_island.txt",1
66,20,0.3,0.38462,0.54269,0.00049,1001000,"wake_island.txt",1
74,19,0.15789,0.14936,1,0,1001000,"wake_island.txt",1
75,20,0.45,0.48077,1,0,1001000,"wake_island.txt",1
76,20,0.3,0.26154,1,0,1001000,"wake_island.txt",1
80,20,0.5,0.50769,1,0,1001000,"wake_island.txt",1
85,19,0.26316,0.51351,0.06223,0.00026,1001000,"wake_island.txt",1
86,20,0.3,0.49231,0.15443,0.00038,1001000,"wake_island.txt",1
87,10,0.3,0.47895,0.47938,0.00051,1001000,"wake_island.txt",1
90,20,0.4,0.50769,0.3939,0.00049,1001000,"wake_island.txt",1
92,20,0.05,0.05,1,0,1001000,"wake_island.txt",1
93,20,0.55,0.51154,1,0,1001000,"wake_island.txt",1
102,19,0.52632,0.44381,0.60602,0.00047,1001000,"wake_island.txt",1
104,20,0.45,0.50128,0.67383,0.00047,1001000,"wake_island.txt",1
107,5,0,0.35556,0.11114,0.00033,1001000,"wake_island.txt",1
108,20,0.7,0.46667,0.04243,0.00021,1001000,"wake_island.txt",1
109,20,0.05,0.05,1,0,1001000,"wake_island.txt",1
122,20,0.6,0.49231,0.38564,0.00052,1001000,"wake_island.txt",1
125,18,0.05556,0.05556,1,0,1001000,"wake_island.txt",1
127,20,0.05,0.45,0.00011,1e-05,1001000,"wake_island.txt",0.2838
131,19,0.10526,0.10242,1,0,1001000,"wake_island.txt",1
133,20,0.4,0.32821,0.54845,5e-04,1001000,"wake_island.txt",1
135,20,0.3,0.32821,1,0,1001000,"wake_island.txt",1
141,20,0.35,0.35769,1,0,1001000,"wake_island.txt",1
143,20,0.2,0.51282,0.00834,9e-05,1001000,"wake_island.txt",1
146,20,0.2,0.18462,1,0,1001000,"wake_island.txt",1
147,20,0.1,0.18462,0.15104,0.00034,1001000,"wake_island.txt",1
149,20,0.45,0.48077,1,0,1001000,"wake_island.txt",1
151,20,0.15,0.14231,1,0,1001000,"wake_island.txt",1
158,19,0.26316,0.37127,0.23601,0.00043,1001000,"wake_island.txt",1
159,20,0.2,0.43077,0.02593,0.00016,1001000,"wake_island.txt",1
161,20,0,0.09744,0.02607,0.00016,1001000,"wake_island.txt",1
164,20,0.05,0.05,1,0,1001000,"wake_island.txt",1
166,20,0.1,0.18462,0.15126,0.00034,1001000,"wake_island.txt",1
169,20,0.3,0.26154,1,0,1001000,"wake_island.txt",1
170,20,0.25,0.51154,0.02971,0.00016,1001000,"wake_island.txt",1
171,20,0.45,0.40897,1,0,1001000,"wake_island.txt",1
175,20,0.05,0.05,1,0,1001000,"wake_island.txt",1
180,20,0.05,0.05,1,0,1001000,"wake_island.txt",1
184,20,0.35,0.35769,1,0,1001000,"wake_island.txt",1
185,19,0,0.10242,0.02719,0.00015,1001000,"wake_island.txt",1
187,20,0.05,0.05,1,0,1001000,"wake_island.txt",1
188,20,0.1,0.18462,0.15279,0.00036,1001000,"wake_island.txt",1
193,17,0.05882,0.05882,1,0,1001000,"wake_island.txt",1
196,20,0.3,0.43077,0.28139,0.00045,1001000,"wake_island.txt",1
197,20,0.15,0.22436,0.24612,0.00041,1001000,"wake_island.txt",1
199,20,0.45,0.45,1,0,1001000,"wake_island.txt",1
202,20,0.15,0.14231,1,0,1001000,"wake_island.txt",1
203,19,0.05263,0.05263,1,0,1001000,"wake_island.txt",1
210,20,0.3,0.32821,1,0,1001000,"wake_island.txt",1
215,20,0,0.09744,0.02538,0.00015,1001000,"wake_island.txt",1
216,20,0.45,0.48077,1,0,1001000,"wake_island.txt",1
220,19,0.26316,0.50782,0.06103,0.00025,1001000,"wake_island.txt",1
224,20,0.2,0.18462,1,0,1001000,"wake_island.txt",1
228,20,0.4,0.46667,0.63332,0.00046,1001000,"wake_island.txt",1
231,20,0.05,0.05,1,0,1001000,"wake_island.txt",1
232,20,0.35,0.35769,1,0,1001000,"wake_island.txt",1
234,20,0,0.09744,0.02554,0.00015,1001000,"wake_island.txt",1
235,20,0.65,0.48077,0.16344,0.00038,1001000,"wake_island.txt",1
245,12,0.41667,0.48913,1,0,1001000,"wake_island.txt",1
248,20,0.05,0.05,1,0,1001000,"wake_island.txt",1
249,20,0.25,0.35769,0.2125,0.00044,1001000,"wake_island.txt",1
250,20,0.3,0.38462,0.54301,0.00047,1001000,"wake_island.txt",1
251,20,0.15,0.14231,1,0,1001000,"wake_island.txt",1
252,20,0.05,0.05,1,0,1001000,"wake_island.txt",1
253,20,0.05,0.05,1,0,1001000,"wake_island.txt",1
255,20,0.05,0.05,1,0,1001000,"wake_island.txt",1
258,20,0.05,0.05,1,0,1001000,"wake_island.txt",1
263,20,0.2,0.26154,0.3548,0.00048,1001000,"wake_island.txt",1
266,20,0.25,0.29615,0.46879,0.00051,1001000,"wake_island.txt",1
267,20,0.15,0.14231,1,0,1001000,"wake_island.txt",1
268,20,0.35,0.51154,0.19826,0.00037,1001000,"wake_island.txt",1
270,20,0.3,0.38462,0.54304,0.00049,1001000,"wake_island.txt",1
272,19,0.10526,0.10242,1,0,1001000,"wake_island.txt",1
274,20,0.65,0.50128,0.35441,0.00047,1001000,"wake_island.txt",1
275,20,0.35,0.48077,0.34019,0.00048,1001000,"wake_island.txt",1
277,20,0.1,0.18462,0.15246,0.00035,1001000,"wake_island.txt",1
278,18,0.05556,0.05556,1,0,1001000,"wake_island.txt",1
